Unitati  capacitate  cheltuieli de functionare, Macroregiuni  regiuni de dezvoltare si judete, Ani, Um: Numar, Valoare
Cantine publice-numar mediu zilnic de beneficiari, Regiunea VEST, Anul 2010, Numar persoane, 2057
Cantine publice-numar mediu zilnic de beneficiari, Regiunea VEST, Anul 2011, Numar persoane, 2027
Cantine publice-numar mediu zilnic de beneficiari, Regiunea VEST, Anul 2012, Numar persoane, 2420
Cantine publice-numar mediu zilnic de beneficiari, Regiunea VEST, Anul 2013, Numar persoane, 2252.5
Cantine publice-numar mediu zilnic de beneficiari, Regiunea VEST, Anul 2014, Numar persoane, 2241
Cantine publice-numar mediu zilnic de beneficiari, Regiunea VEST, Anul 2015, Numar persoane, 2372
Cantine publice-numar mediu zilnic de beneficiari, Regiunea VEST, Anul 2016, Numar persoane, 1713
Cantine publice-numar mediu zilnic de beneficiari, Regiunea VEST, Anul 2017, Numar persoane, 1619
Cantine publice-numar mediu zilnic de beneficiari, Arad, Anul 1994, Numar persoane, 243
Cantine publice-numar mediu zilnic de beneficiari, Arad, Anul 1995, Numar persoane, 4463
Cantine publice-numar mediu zilnic de beneficiari, Arad, Anul 1996, Numar persoane, 334
Cantine publice-numar mediu zilnic de beneficiari, Arad, Anul 1997, Numar persoane, 410
Cantine publice-numar mediu zilnic de beneficiari, Arad, Anul 1998, Numar persoane, 693
Cantine publice-numar mediu zilnic de beneficiari, Arad, Anul 1999, Numar persoane, 927
Cantine publice-numar mediu zilnic de beneficiari, Arad, Anul 2000, Numar persoane, 1011
Cantine publice-numar mediu zilnic de beneficiari, Arad, Anul 2001, Numar persoane, 1017
Cantine publice-numar mediu zilnic de beneficiari, Arad, Anul 2002, Numar persoane, 692
Cantine publice-numar mediu zilnic de beneficiari, Arad, Anul 2003, Numar persoane, 315
Cantine publice-numar mediu zilnic de beneficiari, Arad, Anul 2004, Numar persoane, 293
Cantine publice-numar mediu zilnic de beneficiari, Arad, Anul 2005, Numar persoane, 291
Cantine publice-numar mediu zilnic de beneficiari, Arad, Anul 2006, Numar persoane, 421
Cantine publice-numar mediu zilnic de beneficiari, Arad, Anul 2007, Numar persoane, 360
Cantine publice-numar mediu zilnic de beneficiari, Arad, Anul 2008, Numar persoane, 311
Cantine publice-numar mediu zilnic de beneficiari, Arad, Anul 2009, Numar persoane, 277
Cantine publice-numar mediu zilnic de beneficiari, Arad, Anul 2010, Numar persoane, 340
Cantine publice-numar mediu zilnic de beneficiari, Arad, Anul 2011, Numar persoane, 171
Cantine publice-numar mediu zilnic de beneficiari, Arad, Anul 2012, Numar persoane, 485
Cantine publice-numar mediu zilnic de beneficiari, Arad, Anul 2013, Numar persoane, 186
Cantine publice-numar mediu zilnic de beneficiari, Arad, Anul 2014, Numar persoane, 220
Cantine publice-numar mediu zilnic de beneficiari, Arad, Anul 2015, Numar persoane, 444
Cantine publice-numar mediu zilnic de beneficiari, Arad, Anul 2016, Numar persoane, 147
Cantine publice-numar mediu zilnic de beneficiari, Arad, Anul 2017, Numar persoane, 186
Cantine publice-numar mediu zilnic de beneficiari, Caras-Severin, Anul 1994, Numar persoane, 911
Cantine publice-numar mediu zilnic de beneficiari, Caras-Severin, Anul 1995, Numar persoane, 3860
Cantine publice-numar mediu zilnic de beneficiari, Caras-Severin, Anul 1996, Numar persoane, 878
Cantine publice-numar mediu zilnic de beneficiari, Caras-Severin, Anul 1997, Numar persoane, 704
Cantine publice-numar mediu zilnic de beneficiari, Caras-Severin, Anul 1998, Numar persoane, 825
Cantine publice-numar mediu zilnic de beneficiari, Caras-Severin, Anul 1999, Numar persoane, 889
Cantine publice-numar mediu zilnic de beneficiari, Caras-Severin, Anul 2000, Numar persoane, 1006
Cantine publice-numar mediu zilnic de beneficiari, Caras-Severin, Anul 2001, Numar persoane, 688
Cantine publice-numar mediu zilnic de beneficiari, Caras-Severin, Anul 2002, Numar persoane, 606
Cantine publice-numar mediu zilnic de beneficiari, Caras-Severin, Anul 2003, Numar persoane, 315
Cantine publice-numar mediu zilnic de beneficiari, Caras-Severin, Anul 2004, Numar persoane, 379
Cantine publice-numar mediu zilnic de beneficiari, Caras-Severin, Anul 2005, Numar persoane, 433
Cantine publice-numar mediu zilnic de beneficiari, Caras-Severin, Anul 2006, Numar persoane, 441
Cantine publice-numar mediu zilnic de beneficiari, Caras-Severin, Anul 2007, Numar persoane, 390
Cantine publice-numar mediu zilnic de beneficiari, Caras-Severin, Anul 2008, Numar persoane, 366
Cantine publice-numar mediu zilnic de beneficiari, Caras-Severin, Anul 2009, Numar persoane, 361
Cantine publice-numar mediu zilnic de beneficiari, Caras-Severin, Anul 2010, Numar persoane, 293
Cantine publice-numar mediu zilnic de beneficiari, Caras-Severin, Anul 2011, Numar persoane, 290
Cantine publice-numar mediu zilnic de beneficiari, Caras-Severin, Anul 2012, Numar persoane, 267
Cantine publice-numar mediu zilnic de beneficiari, Caras-Severin, Anul 2013, Numar persoane, 291
Cantine publice-numar mediu zilnic de beneficiari, Caras-Severin, Anul 2014, Numar persoane, 347
Cantine publice-numar mediu zilnic de beneficiari, Caras-Severin, Anul 2015, Numar persoane, 299
Cantine publice-numar mediu zilnic de beneficiari, Caras-Severin, Anul 2016, Numar persoane, 257
Cantine publice-numar mediu zilnic de beneficiari, Caras-Severin, Anul 2017, Numar persoane, 253
Cantine publice-numar mediu zilnic de beneficiari, Hunedoara, Anul 1994, Numar persoane, 1013
Cantine publice-numar mediu zilnic de beneficiari, Hunedoara, Anul 1995, Numar persoane, 1251
Cantine publice-numar mediu zilnic de beneficiari, Hunedoara, Anul 1996, Numar persoane, 1044
Cantine publice-numar mediu zilnic de beneficiari, Hunedoara, Anul 1997, Numar persoane, 1398
Cantine publice-numar mediu zilnic de beneficiari, Hunedoara, Anul 1998, Numar persoane, 1510
Cantine publice-numar mediu zilnic de beneficiari, Hunedoara, Anul 1999, Numar persoane, 1831
Cantine publice-numar mediu zilnic de beneficiari, Hunedoara, Anul 2000, Numar persoane, 1654
Cantine publice-numar mediu zilnic de beneficiari, Hunedoara, Anul 2001, Numar persoane, 1382
Cantine publice-numar mediu zilnic de beneficiari, Hunedoara, Anul 2002, Numar persoane, 907
Cantine publice-numar mediu zilnic de beneficiari, Hunedoara, Anul 2003, Numar persoane, 980
Cantine publice-numar mediu zilnic de beneficiari, Hunedoara, Anul 2004, Numar persoane, 1109
Cantine publice-numar mediu zilnic de beneficiari, Hunedoara, Anul 2005, Numar persoane, 1074
Cantine publice-numar mediu zilnic de beneficiari, Hunedoara, Anul 2006, Numar persoane, 1013
Cantine publice-numar mediu zilnic de beneficiari, Hunedoara, Anul 2007, Numar persoane, 928
Cantine publice-numar mediu zilnic de beneficiari, Hunedoara, Anul 2008, Numar persoane, 1011
Cantine publice-numar mediu zilnic de beneficiari, Hunedoara, Anul 2009, Numar persoane, 1006
Cantine publice-numar mediu zilnic de beneficiari, Hunedoara, Anul 2010, Numar persoane, 904
Cantine publice-numar mediu zilnic de beneficiari, Hunedoara, Anul 2011, Numar persoane, 990
Cantine publice-numar mediu zilnic de beneficiari, Hunedoara, Anul 2012, Numar persoane, 1061
Cantine publice-numar mediu zilnic de beneficiari, Hunedoara, Anul 2013, Numar persoane, 1084.5
Cantine publice-numar mediu zilnic de beneficiari, Hunedoara, Anul 2014, Numar persoane, 1014
Cantine publice-numar mediu zilnic de beneficiari, Hunedoara, Anul 2015, Numar persoane, 1025
Cantine publice-numar mediu zilnic de beneficiari, Hunedoara, Anul 2016, Numar persoane, 648
Cantine publice-numar mediu zilnic de beneficiari, Hunedoara, Anul 2017, Numar persoane, 487
Cantine publice-numar mediu zilnic de beneficiari, Timis, Anul 1994, Numar persoane, 1697
Cantine publice-numar mediu zilnic de beneficiari, Timis, Anul 1995, Numar persoane, 786
Cantine publice-numar mediu zilnic de beneficiari, Timis, Anul 1996, Numar persoane, 1011
Cantine publice-numar mediu zilnic de beneficiari, Timis, Anul 1997, Numar persoane, 850
Cantine publice-numar mediu zilnic de beneficiari, Timis, Anul 1998, Numar persoane, 1586
Cantine publice-numar mediu zilnic de beneficiari, Timis, Anul 2000, Numar persoane, 100
Cantine publice-numar mediu zilnic de beneficiari, Timis, Anul 2001, Numar persoane, 1069
Cantine publice-numar mediu zilnic de beneficiari, Timis, Anul 2002, Numar persoane, 2078
Cantine publice-numar mediu zilnic de beneficiari, Timis, Anul 2003, Numar persoane, 943
Cantine publice-numar mediu zilnic de beneficiari, Timis, Anul 2004, Numar persoane, 959
Cantine publice-numar mediu zilnic de beneficiari, Timis, Anul 2005, Numar persoane, 679
Cantine publice-numar mediu zilnic de beneficiari, Timis, Anul 2006, Numar persoane, 728
Cantine publice-numar mediu zilnic de beneficiari, Timis, Anul 2007, Numar persoane, 598
Cantine publice-numar mediu zilnic de beneficiari, Timis, Anul 2008, Numar persoane, 556
Cantine publice-numar mediu zilnic de beneficiari, Timis, Anul 2009, Numar persoane, 549
Cantine publice-numar mediu zilnic de beneficiari, Timis, Anul 2010, Numar persoane, 520
Cantine publice-numar mediu zilnic de beneficiari, Timis, Anul 2011, Numar persoane, 576
Cantine publice-numar mediu zilnic de beneficiari, Timis, Anul 2012, Numar persoane, 607
Cantine publice-numar mediu zilnic de beneficiari, Timis, Anul 2013, Numar persoane, 691
Cantine publice-numar mediu zilnic de beneficiari, Timis, Anul 2014, Numar persoane, 660
Cantine publice-numar mediu zilnic de beneficiari, Timis, Anul 2015, Numar persoane, 604
Cantine publice-numar mediu zilnic de beneficiari, Timis, Anul 2016, Numar persoane, 661
Cantine publice-numar mediu zilnic de beneficiari, Timis, Anul 2017, Numar persoane, 693
